rowid,category,subcategory,productname,sales,quantity,discount,profit,orderdate,state
9447,Office Supplies,Paper,Xerox 1895,35.88,6,0,16.146,Sep-17,Maryland
95,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0,16.1504,Sep-17,Ohio
2936,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,35.89,1,0,16.1505,Sep-17,California
5431,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,161.568,2,0.2,16.1568,Dec-17,California
2007,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,47.53,7,0,16.1602,Dec-17,Florida
4930,Office Supplies,Art,Newell 324,57.75,5,0,16.17,Dec-17,Florida
6051,Office Supplies,Art,Newell 324,57.75,5,0,16.17,Dec-17,Georgia
773,Office Supplies,Binders,GBC Instant Report Kit,32.35,5,0,16.175,Dec-17,Georgia
3470,Office Supplies,Paper,Xerox 1884,47.952,3,0.2,16.1838,Oct-17,Washington
3676,Office Supplies,Paper,Xerox 191,47.952,3,0.2,16.1838,Oct-17,Florida
6410,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,Oct-17,Florida
7714,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838,Oct-17,New York
8033,Office Supplies,Paper,Xerox 1884,47.952,3,0.2,16.1838,Nov-17,Arizona
5118,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",34.44,3,0,16.1868,Dec-17,Arizona
4907,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,269.9,5,0,16.194,Dec-17,Arizona
4098,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,404.9,5,0,16.196,Nov-17,Washington
8628,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,90,5,0,16.2,Nov-17,Washington
210,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",52.29,9,0,16.2099,Sep-17,Washington
3926,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,57.93,3,0,16.2204,Sep-17,California
8477,Office Supplies,Paper,Xerox 1882,44.784,1,0.2,16.2342,Sep-17,California
5005,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0,16.2486,Sep-17,California
8683,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,47.79,3,0,16.2486,Sep-17,New York
4371,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0,16.2688,Jul-17,New York
9850,Office Supplies,Art,Prismacolor Color Pencil Set,39.68,2,0,16.2688,Jul-17,New York
1175,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",50.112,6,0.2,16.2864,Jul-17,Pennsylvania
8954,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,5,0.2,16.291,Jul-17,California
9700,Office Supplies,Appliances,Hoover Commercial SteamVac,54.32,4,0,16.296,Jun-17,California
1330,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,0,16.302,Aug-17,Florida
6659,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.3172,Aug-17,Michigan
9869,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",68.704,2,0.2,16.3172,Oct-17,Wisconsin
840,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0,16.3215,Sep-17,Wisconsin
4381,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,60.45,3,0,16.3215,Sep-17,Wisconsin
1114,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,Dec-17,Wisconsin
5795,Office Supplies,Binders,Binding Machine Supplies,46.672,2,0.2,16.3352,Nov-17,Wisconsin
61,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,Nov-17,Wisconsin
3931,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",145.544,7,0.2,16.3737,Dec-17,Wisconsin
5147,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8,4,0,16.38,Jun-17,Wisconsin
2361,Office Supplies,Paper,Xerox 1926,34.86,7,0,16.3842,Aug-17,North Carolina
2285,Office Supplies,Appliances,Staple holder,60.69,7,0,16.3863,Aug-17,North Carolina
5784,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",36.44,4,0,16.398,Aug-17,California
5025,Office Supplies,Binders,GBC Poly Designer Binding Covers,33.48,2,0,16.4052,Nov-17,California
3812,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",146.136,3,0.2,16.4403,Nov-17,North Carolina
2946,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29,7,0,16.4647,Sep-17,North Carolina
5689,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",48.944,7,0.2,16.5186,Sep-17,California
8437,Office Supplies,Binders,Wilson Jones Impact Binders,45.584,11,0.2,16.5242,Sep-17,California
94,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0,16.5354,May-17,Arizona
5259,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,5,0,16.544,May-17,Oklahoma
3736,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",71.97,3,0,16.5531,May-17,Oklahoma
42,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,16.5564,May-17,California
674,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,Nov-17,California
2993,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,Nov-17,California
8342,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,May-17,California
9043,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44,3,0,16.5888,May-17,California
1796,Office Supplies,Storage,Iris Project Case,63.84,8,0,16.5984,Dec-17,California
7751,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,34.6,2,0,16.608,Dec-17,California
560,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614,Dec-17,Illinois
1489,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614,Dec-17,New York
6037,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,16.614,Aug-17,Illinois
2397,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",37,5,0,16.65,Apr-17,Pennsylvania
3920,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",61.68,4,0,16.6536,Sep-17,Arizona
135,Office Supplies,Paper,Xerox 1880,35.44,1,0,16.6568,Jul-17,Arizona
8597,Office Supplies,Paper,Easy-staple paper,35.44,1,0,16.6568,Jul-17,California
980,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,Nov-17,California
6511,Office Supplies,Paper,Xerox 188,34.02,3,0,16.6698,Nov-17,California
2640,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0,16.6764,Jun-17,Pennsylvania
6294,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14,3,0,16.6764,Jun-17,Pennsylvania
3388,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,Nov-17,Pennsylvania
4775,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,Dec-17,Pennsylvania
7160,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384,2,0.2,16.6788,Mar-17,Pennsylvania
3036,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",36.26,7,0,16.6796,Oct-17,Nebraska
7967,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,Oct-17,Nebraska
8531,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",33.36,4,0,16.68,Apr-17,Nebraska
3944,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,835.17,7,0,16.7034,Apr-17,Nebraska
1708,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,May-17,Nebraska
3330,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,Nov-17,Nebraska
4545,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,Apr-17,Nebraska
7454,Technology,Phones,Geemarc AmpliPOWER60,148.48,2,0.2,16.704,Mar-17,Nebraska
9983,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",35.56,7,0,16.7132,Mar-17,Nebraska
5873,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",59.76,1,0,16.7328,Aug-17,Nebraska
5344,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,267.96,5,0.2,16.7475,Aug-17,New York
8500,Office Supplies,Binders,GBC Wire Binding Combs,49.632,6,0.2,16.7508,Aug-17,New York
7603,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",55.92,10,0.2,16.776,Aug-17,Washington
4883,Office Supplies,Storage,Super Decoflex Portable Personal File,59.92,4,0,16.7776,Aug-17,Washington
6308,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,47.952,3,0.2,16.7832,Aug-17,California
8202,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0,16.7875,Aug-17,Pennsylvania
8844,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,67.15,5,0,16.7875,Aug-17,Pennsylvania
1146,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,16.7886,May-17,Pennsylvania
9784,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",62.18,1,0,16.7886,Feb-17,Pennsylvania
3612,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,2,0.2,16.7946,Nov-17,Pennsylvania
9715,Technology,Accessories,Memorex Micro Travel Drive 32 GB,58.416,2,0.2,16.7946,Feb-17,Pennsylvania
3870,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972,Nov-17,Pennsylvania
9541,Furniture,Chairs,Global Chrome Stack Chair,191.968,7,0.2,16.7972,Nov-17,Pennsylvania
1535,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986,Jul-17,Pennsylvania
827,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,0,16.8,Dec-17,Texas
5791,Office Supplies,Fasteners,Advantus Plastic Paper Clips,35,7,0,16.8,Sep-17,Texas
4864,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,Nov-17,Illinois
9924,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,49.848,3,0.2,16.8237,Nov-17,Illinois
6829,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",34.37,7,0,16.8413,Mar-17,California
2083,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0,16.848,Oct-17,California
4122,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",37.44,6,0,16.848,Oct-17,California
9042,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,4,0.2,16.8544,Oct-17,California
1454,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,33.75,5,0,16.875,Oct-17,Utah
6491,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",103.936,4,0.2,16.8896,May-17,Illinois
4375,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,103.968,6,0.2,16.8948,May-17,California
8620,Office Supplies,Storage,Adjustable Personal File Tote,65.12,4,0,16.9312,May-17,New Jersey
5151,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",67.78,2,0,16.945,May-17,Ohio
8037,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,37.68,6,0,16.956,Nov-17,Ohio
2435,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,0,16.98,Sep-17,Ohio
889,Office Supplies,Paper,Xerox 1987,34.68,6,0,16.9932,Sep-17,Colorado
3115,Office Supplies,Paper,Xerox 1978,34.68,6,0,16.9932,Nov-17,Colorado
1206,Technology,Phones,Nortel Networks T7316 E Nt8 B27,271.96,5,0.2,16.9975,Jun-17,California
8938,Technology,Phones,Panasonic KX TS3282W Corded phone,135.984,2,0.2,16.998,Jun-17,Texas
2191,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,60.81,3,0,17.0268,Oct-17,Pennsylvania
53,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0,17.0981,Oct-17,Illinois
6957,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,36.4,5,0,17.108,Oct-17,Washington
8996,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,152.24,5,0.2,17.127,Feb-17,Washington
833,Technology,Phones,Clarity 53712,65.99,1,0,17.1574,Feb-17,Nebraska
3192,Technology,Phones,Plantronics 81402,65.99,1,0,17.1574,Oct-17,Pennsylvania
4511,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,37.3,2,0,17.158,Apr-17,Pennsylvania
5623,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,68.64,11,0,17.16,Jan-17,Pennsylvania
9050,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,66.03,3,0,17.1678,May-17,Pennsylvania
1965,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0,17.1774,Dec-17,Rhode Island
2632,Furniture,Furnishings,24-Hour Round Wall Clock,39.96,2,0,17.1828,Dec-17,Illinois
7034,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,55.008,3,0.2,17.19,Nov-17,Illinois
872,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0,17.22,Dec-17,Illinois
9461,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,34.44,3,0,17.22,Jun-17,New York
1350,Office Supplies,Binders,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,35.88,6,0,17.2224,Sep-17,New York
2705,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,132.6,6,0,17.238,Sep-17,Colorado
5071,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,38.34,3,0,17.253,Jul-17,Colorado
5562,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,34.54,1,0,17.27,Jul-17,Colorado
5283,Office Supplies,Paper,Xerox 1881,36.84,3,0,17.3148,Jul-17,Colorado
8135,Office Supplies,Paper,Xerox 1881,36.84,3,0,17.3148,Jul-17,California
4707,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,0,17.324,Jul-17,California
3165,Office Supplies,Paper,Xerox 1971,38.52,9,0,17.334,Aug-17,Rhode Island
383,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,Aug-17,Rhode Island
3744,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",49.536,3,0.2,17.3376,Sep-17,Rhode Island
695,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.272,8,0.2,17.3488,Sep-17,Michigan
6672,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2,0.2,17.3488,Sep-17,Michigan
7220,Office Supplies,Binders,GBC Linen Binding Covers,49.568,2,0.2,17.3488,May-17,Michigan
1734,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,0.2,17.352,May-17,Washington
4504,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,173.656,7,0.2,17.3656,May-17,Michigan
7551,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",34.74,3,0,17.37,Nov-17,Michigan
6853,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",62.04,4,0,17.3712,Nov-17,Michigan
1642,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754,Jan-17,Michigan
2803,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,0,17.3754,Feb-17,Michigan
5021,Office Supplies,Supplies,Premier Electric Letter Opener,347.58,3,0,17.379,Feb-17,Ohio
6278,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38,Oct-17,Ohio
7166,Office Supplies,Storage,Home/Office Personal File Carts,69.52,2,0,17.38,Oct-17,Ohio
8424,Furniture,Furnishings,DAX Two-Tone Silver Metal Document Frame,40.48,2,0,17.4064,Dec-17,Texas
1444,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",139.424,4,0.2,17.428,Apr-17,Florida
7825,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",232.88,5,0.2,17.466,Apr-17,Ohio
1249,Office Supplies,Art,Staples in misc. colors,38.82,6,0,17.469,Jan-17,Washington
6059,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36.4,5,0,17.472,Nov-17,Connecticut
9111,Office Supplies,Envelopes,Pastel Pink Envelopes,36.4,5,0,17.472,Nov-17,Connecticut
487,Technology,Phones,iHome FM Clock Radio with Lightning Dock,279.96,5,0.2,17.4975,Oct-17,Connecticut
675,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",38.9,5,0,17.505,Oct-17,Texas
2742,Office Supplies,Envelopes,Staple envelope,46.72,5,0.2,17.52,Aug-17,California
5546,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0,17.524,Aug-17,California
9859,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",67.4,5,0,17.524,Aug-17,Ohio
1801,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,0.2,17.5344,Aug-17,Ohio
5669,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,53.984,14,0.2,17.5448,Dec-17,Ohio
8376,Office Supplies,Binders,Fellowes Binding Cases,56.16,6,0.2,17.55,Dec-17,California
8548,Technology,Accessories,Memorex Micro Travel Drive 8 GB,39,3,0,17.55,Oct-17,Virginia
5700,Office Supplies,Paper,Xerox 1992,35.88,6,0,17.5812,Jun-17,Virginia
7818,Office Supplies,Paper,Xerox 193,35.88,6,0,17.5812,Jun-17,North Carolina
107,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,Nov-17,North Carolina
3961,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,38.28,6,0,17.6088,Nov-17,North Carolina
6510,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,Jun-17,Illinois
6701,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,Jun-17,Illinois
7832,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232,Sep-17,Illinois
7412,Technology,Phones,LG G3,156.792,1,0.2,17.6391,May-17,Illinois
3025,Office Supplies,Binders,Storex Dura Pro Binders,52.272,11,0.2,17.6418,Jun-17,Illinois
4123,Office Supplies,Labels,Avery 50,37.59,3,0,17.6673,Jun-17,North Carolina
7989,Office Supplies,Labels,Avery 515,37.59,3,0,17.6673,Jun-17,North Carolina
5765,Office Supplies,Storage,"Belkin 19"" Center-Weighted Shelf, Gray",353.88,6,0,17.694,Dec-17,North Carolina
800,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,5,0.2,17.745,Aug-17,Maryland
1565,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,Aug-17,Maryland
3755,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,Sep-17,Maryland
7246,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,354.9,5,0,17.745,May-17,Maryland
6184,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",887.84,8,0,17.7568,May-17,Nevada
696,Office Supplies,Labels,Avery 490,47.36,4,0.2,17.76,May-17,Nevada
1942,Office Supplies,Labels,Avery 505,47.36,4,0.2,17.76,Jul-17,Nevada
152,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,5,0.2,17.766,May-17,Tennessee
7291,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,0.2,17.7744,Oct-17,Texas
5185,Office Supplies,Binders,Avery Durable Poly Binders,38.71,7,0,17.8066,Oct-17,New York
1811,Office Supplies,Paper,Xerox 1929,54.816,3,0.2,17.8152,Nov-17,Texas
2225,Office Supplies,Paper,Xerox 1991,54.816,3,0.2,17.8152,Dec-17,Texas
4171,Office Supplies,Paper,Xerox 1973,54.816,3,0.2,17.8152,Dec-17,Texas
603,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,Jan-17,Texas
8702,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.847,Jan-17,California
7931,Office Supplies,Art,Newell 319,59.52,3,0,17.856,Jan-17,California
4061,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,Oct-17,California
5748,Technology,Accessories,Maxell 4.7GB DVD-R,68.112,3,0.2,17.8794,Oct-17,California
7725,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,286.256,1,0.2,17.891,Oct-17,California
4848,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",71.632,11,0.2,17.908,Oct-17,Illinois
98,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,Sep-17,Pennsylvania
7513,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",239.456,7,0.2,17.9592,Sep-17,California
50,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0,17.9634,Sep-17,Arkansas
4559,Office Supplies,Envelopes,Staple envelope,49.568,2,0.2,17.9684,May-17,Arkansas
1441,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982,May-17,Arkansas
7860,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982,Jan-17,Arkansas
7112,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96,2,0,17.99,Jan-17,California
9919,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",39.98,1,0,17.991,Nov-17,California
6978,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,59.98,2,0,17.994,Mar-17,California
9081,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994,Oct-17,California
4105,Technology,Phones,GE DSL Phone Line Filter,159.96,5,0.2,17.9955,Oct-17,California
6287,Technology,Phones,Apple iPhone 5C,239.976,3,0.2,17.9982,Oct-17,Illinois
8931,Technology,Phones,Apple iPhone 5C,239.976,3,0.2,17.9982,Oct-17,Virginia
8079,Technology,Accessories,Dell Slim USB Multimedia Keyboard,75,3,0,18,May-17,Virginia
8811,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096,May-17,New York
8898,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4,0,18.0096,May-17,Oregon
4054,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",55.44,11,0.2,18.018,Nov-17,Oregon
4127,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,54.66,6,0,18.0378,Dec-17,California
2536,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0,18.0648,Apr-17,California
9508,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0,18.09,Apr-17,Colorado
9968,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",40.2,5,0,18.09,Jun-17,Colorado
3896,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",48.9,5,0,18.093,Jun-17,Colorado
6093,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",38.52,9,0,18.1044,Jun-17,Washington
4795,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",43.13,1,0,18.1146,Jun-17,New York
499,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,Jun-17,Wisconsin
3130,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,Nov-17,Wisconsin
8414,Office Supplies,Paper,Xerox 214,51.84,10,0.2,18.144,Jul-17,Wisconsin
6091,Furniture,Chairs,Hon Valutask Swivel Chairs,272.646,3,0.1,18.1764,Jul-17,Wisconsin
8521,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0,18.1764,Jul-17,Florida
3180,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0,18.1908,Jul-17,Florida
8490,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0,18.2,Jul-17,Washington
3053,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112,Aug-17,Texas
3780,Office Supplies,Paper,Xerox 1912,37.94,2,0,18.2112,Mar-17,Texas
4220,Office Supplies,Paper,Xerox 1939,37.94,2,0,18.2112,Dec-17,Texas
4806,Office Supplies,Paper,Xerox 1887,37.94,2,0,18.2112,Nov-17,New York
4892,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112,Nov-17,Ohio
5528,Office Supplies,Paper,Xerox 1912,37.94,2,0,18.2112,Nov-17,New York
6443,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0,18.2112,Oct-17,New York
9369,Office Supplies,Paper,Xerox 1939,37.94,2,0,18.2112,Oct-17,New York
6966,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,75.98,2,0,18.2352,Oct-17,New York
9063,Office Supplies,Fasteners,Staples,36.48,6,0,18.24,Oct-17,New York
6950,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",58.408,7,0.2,18.2525,Oct-17,New York
2454,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3,0,18.2592,Aug-17,New York
1268,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",292.272,6,0.2,18.267,Sep-17,Virginia
7596,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,36.56,4,0,18.28,Nov-17,Arizona
4961,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,67.84,1,0,18.3168,Jun-17,California
